"","BCR_1_Y","BCR_2_Y","BCR_3_Y","BCR_4_Y","BCR_5_Y","BCR_6_Y","BCR_7_Y","BCR_8_Y","BCR_9_Y","BCR_10_Y","BCR_11_Y","BCR_12_Y","BCR_13_Y","BCR_14_Y","BCR_15_Y","E2A_1_Y","E2A_2_Y","E2A_3_Y","E2A_4_Y","E2A_5_Y","E2A_6_Y","E2A_7_Y","E2A_8_Y","E2A_9_Y","E2A_10_Y","E2A_11_Y","E2A_12_Y","E2A_13_Y","E2A_14_Y","E2A_15_Y","E2A_16_Y","E2A_17_Y","E2A_18_Y","E2A_19_Y","E2A_20_Y","E2A_21_Y","E2A_22_Y","E2A_23_Y","E2A_24_Y","E2A_25_Y","E2A_26_Y","E2A_27_Y"
"ENSG00000096654",1079,889.1,-1533.3,611.6,301.2,-2352.5,2247.8,-194.6,-170.7,302.1,-4.7,-123,221,812,502.8,1690.7,-1727.9,246.9,628.4,260,3174.1,1374.5,-286.4,-419.1,-47.6,4135.3,1177.3,-542.1,188.7,-255.5,171.7,20.6,322.7,630,22.4,-1493.2,443.6,-432.6,-2187.3,450.7,136.2,458.5
"ENSG00000117475",-416.2,2629.8,734.9,230.6,-359.4,1804.5,2668.7,-38.8,-520.1,906.3,1358.6,126.1,59.4,49.5,1162.9,343.7,1058.3,1677.6,641.1,336.9,-19.8,925,735.5,667.6,1060,2263.6,1457.2,1387.3,1.1,109.8,471.2,829.3,3183.4,2249.4,1990.6,3081.5,1968.7,1956.3,-225.6,1060.3,2650.2,1877.8
"ENSG00000077327",654.2,-167.3,499.8,861.3,-851.9,1856.4,-2412,67.2,-529,-333.9,633.3,946.7,129.5,597.2,48.6,-375.3,1248.6,685.5,-798,820.7,-1167.7,785.4,-533.6,898.5,166.9,997.5,-59.8,1140.3,135.5,584.6,-706.4,230,-942,566.6,675.6,694.7,-642.3,-536.1,1053.5,-464.7,780.9,230.8
"ENSG00000157064",-10.5,67.6,714.5,-263.4,701.6,-840.2,566.1,1020.5,408.8,-135.3,-26.2,226.2,729.5,2.8,12.2,-2541.6,-30.8,-274.2,1318.4,-324.8,-582.5,272.6,695.9,2709.8,506.5,891.1,-177.4,-367.2,1817.7,1000.4,-314.3,-198.9,-488,-271.1,540,1858.2,9.8,252.1,2299.4,601.8,-1171.6,-270.6
"ENSG00000160783",6604.3,6769.9,9182.05,4041.7,3358.05,12041.6,3166.95,6669.2,9314.6,9547.2,12176.85,6995.4,7365.3,8727.35,6745.2,7040.8,7639.1,9045.3,5135.7,14000.6,6389.9,4246,5332.75,6226.7,2883.85,6424.65,8288.15,7523.45,4713.7,3125.45,6691.9,9828,11163.2,5722.85,5551.65,6242.45,10109.4,8532.7,9692.7,8330.5,11188.15,5051.6
"ENSG00000162512",563.1,351.1,-432.2,-1443.1,-1257.6,-1233.3,-1885.9,-425.2,-1913.8,-2483.1,-1438.8,-1675.7,-1231.7,-1315,-1904.8,786.2,653.3,-1302,-621.7,-2347.7,-1181.2,-1111.5,-1393.7,-1518.4,-1429.1,-1315.9,-524.5,-2654.8,-516.5,-679.5,-1737.2,-3595.9,-781.6,421.6,54.2,-38.6,-636.6,618.7,-1034.1,385.8,117.9,-968.1
"ENSG00000116254",1838.9,-1070.1,2110.7,1312.8,577.3,-314.1,3464.6,-892.6,682.6,751.8,-1349.4,1712.1,1359.6,392.1,106.9,-3224.7,814.8,-660.7,3138.4,777.4,-3729.1,943.1,863.2,1703,379.7,1832.7,1835.8,-712.2,-467.5,574,371.1,-184.3,3214.9,1114.8,1196.2,1510.9,-668.2,127.7,-1324.7,-3580.2,3163.7,-183.3
"ENSG00000122863",-192.7,-2032.5,-442.9,-986.6,-298.8,-778.8,1735.9,551.8,-344,-1406.4,-765.2,-111.6,-703.4,-564.1,279.1,-2636.6,-1057,-1875.2,-2276.5,1283.9,-2400,-1139.8,-1001.8,-1223.3,30.8,-2772.3,-72.8,-1136.2,945.4,-1907.5,-985.4,-668.8,-1177.5,-683.1,-1101.6,-1537.2,-1086.7,-569.8,-424,-194,435.7,103
"ENSG00000117408",1493.8,-703.8,-1309.3,389,-145.7,-359.3,-1282,-828.5,-494.9,-749.6,-1910.7,-603.8,-558.5,-1804.5,-334.2,-2901.2,-716.8,476.9,-542.2,-373,47.1,-1342.2,-463.6,-1560.9,-749.8,-3440.9,-892,-2288.8,-2105.4,-1031.6,-138.9,-1888.4,-574.5,-1550,-1215.9,1611.4,-1308.6,-1034.3,-339.5,-2122.3,110.6,-455.9
"ENSG00000104907",3283.3,4310.1,3169.6,1496,2079.5,6393.3,2443.4,2702.1,2536.7,4128.6,1763.7,3683.8,2588.5,6141.5,1456.3,4527.8,3177.1,3125.7,4932.1,11912.2,3057.1,3708.5,1201.1,4123,1844.4,6372,3466.3,2724.8,3939,2711.5,1526.3,4457.8,4720.8,1806.8,5184.3,3413.3,4864.7,1330.1,3073.8,4773.2,5297.2,2434.7
"ENSG00000160299",-1131.2,-194.5,799.8,1072.9,81.6,-824.6,597,-100.6,561.7,689.7,-699.5,717.6,929.2,1580.2,-191.5,171.5,-27,2725.5,1250.8,536.1,-368.9,755.3,427.3,911.2,882.3,1464.6,783.1,-732.1,554.8,2113.7,888.5,1048.9,185.5,-14.2,2380.7,1674,-141.1,662.2,1371.6,626.1,659.8,922.3
"ENSG00000142173",527.65,2065.2,1654.2,135.7,1059.35,2090.2,1471.55,1185.4,1727.45,2484.55,2286,2413.6,1458.3,1563.3,1277.65,520.3,1610.15,3281.2,1480.9,2835.75,3376.35,1605.55,782.7,1090.45,1222.5,3413.35,1797.85,2260.8,1725.85,3013.5,1569.6,1909.25,2498.4,1576.65,712.5,1507.55,2065.05,807.35,95.25,88.45,3291.6,1659.55
"ENSG00000130254",-463.7,-1130.8,-524.6,648.6,-93.1,552.7,668.9,-458,298.5,1024.4,722.7,1595.4,681,-138.6,504.8,2770.4,337.6,-692.3,643.5,-348.5,-52.2,589.8,-22.8,-970.8,-116.8,-687.8,8.5,-143,248.8,215.9,-290.7,629.2,561.2,332,20.5,327.4,1115.6,825.8,1913.7,673.2,1578.2,802.4
"ENSG00000124587",-960.8,-866.7,-3077,3642.4,-2973.1,139.4,-4354.9,-3295,-5251.7,-9179.8,-2192.3,-8325.2,-6234,-4019.6,-3692.3,415.6,-3633.1,-4398.6,-3102.8,1601.1,57.9,-4566.4,-2892.8,5097.8,-1155.2,-346.8,604,-6510.6,-4934.5,-3779.7,-4253.8,-3920,-4185.2,-2958.8,-132.7,-1567,-3248.6,-4489,-4672.3,-8184.5,-6205,8651.2
"ENSG00000141012",837.1,683.5,1777.5,-707.5,1560.7,-2207.5,-1190.7,1161,-189.7,575.8,-3497.4,-1867.1,-1025.4,-216,1151,267.5,-1938.9,-1497.7,3305.7,-820.7,920.5,2399.1,-815.6,-34.9,1525.3,-2432.2,1220.2,-843.7,1187,-1174.7,436.7,-1128.5,-725.4,-939.4,1765.6,2244.3,-1753.4,-1627.8,-2904.1,-1839.7,-3009,-391
"ENSG00000151835",1904.1,1915.2,-1672.6,1938,240.6,-279.7,236.8,-756.5,-89,-929.5,426,1197.7,669.7,-567.8,-587.1,-3947.4,-214.6,-2363.3,1367.7,-993.1,73.3,403.1,300.7,1339,-286.9,582.6,2311.8,1353.5,-1003.2,1724.5,-67.9,-121.4,-1878.2,-189,1868.8,420.5,1154.3,-1107.2,1749.8,-21.3,692.8,-747.5
"ENSG00000167711",2898.3,1458.7,5355.9,631.2,2606.1,6786.5,3434.5,1561.2,1799.7,2242.4,2477.7,376.1,843.3,1524.8,1564.9,3434.1,-238.8,-13.1,1277.7,1012.7,615.4,1258.3,1017.6,5696.8,818,1968,1338.9,2653.8,2612.9,861.3,2229.2,1027.9,1702.9,1132.5,1280.7,1581.4,1774.9,0.7,2795.8,268.5,2642.6,2094.6
"ENSG00000148660",2528.75,1350.5,913.95,35.2,2.35,943.3,478.55,492.05,507.6,869.3,1826.45,813.05,-359.85,-148.9,1153.9,142.6,1646.05,785.25,900.6,2178.25,1705.05,380.3,891.65,1717.3,966.15,616.45,443.2,366.2,-128.4,861.85,405.85,774.8,1310.85,681.4,525.95,490.7,1561.2,677.7,804.9,2523,1360.7,144.05
"ENSG00000100665",1032.4,804.1,184.9,-220.7,709.8,1914.3,991.8,585.1,1696.1,1245.3,369.6,1234.5,664.7,-48.5,-60.2,1090.8,662.9,-469.2,3148.8,1177.5,-2274.5,-605.4,314.6,1283.4,694.9,570.8,1602.6,1483.2,-1917.6,645.9,721.9,366.5,2004.4,1553.6,2234.7,796.9,835.7,64.3,1635.3,1231,1594.2,10.3
"ENSG00000157617",1787.6,586.8,-683.7,1548.6,-371.8,-870.8,-300.5,-184.3,1051.7,-48.1,895,-987.6,627.7,341.2,276,1660.6,-1100.6,-777.9,2245.7,-1075.7,909.7,949.5,-417.1,-285.6,-352.4,-2761.2,-110.6,259.6,-615.2,1122.2,717.5,981,-141.5,-311.2,1644.1,-206.7,-257.5,853,410.5,12.4,-142.4,548
"ENSG00000116096",3920.9,4584.5,2871.1,4527,2576.8,2309,485.4,2150,2434.9,4063.6,2102.3,2389.6,2903.2,3028.6,4799.9,-125.6,4838.7,5034.3,727.3,1801.9,1065.8,2889.3,1801.9,-1366.3,1264.8,-885.4,2286.5,4154.4,3032.7,777.7,1104.3,837.2,2962.2,432.2,2130.4,3854,721.7,1573.3,-705.3,622.4,2587,3551.4
"ENSG00000221857",1242.2,284.9,873,-487.5,1426.7,813.3,2065.4,842.6,469.6,-105.2,1180.3,453.4,434.6,-215.7,1505.2,-620.8,1240,812.6,339.5,-755.5,-370.2,566.9,-61.7,-44.2,1115.7,1729.6,342.9,116.2,-231,858.3,956.9,1176.5,1782.6,-500.2,1317.7,856,609.2,339.5,871,614.1,1250.6,1092.7
"ENSG00000179314",-1080.8,501.8,98.5,289.9,738.3,670.2,2837.6,420.2,320.5,966.3,1777.5,1601.3,-268.7,819.1,220.1,-515.8,604.6,1279.7,-1427.9,-295.2,7.9,532.6,402.9,-1248.4,1189.8,834.4,414.1,-1417.4,-217.2,-235.1,905.5,842.8,1678.4,283.3,265,1798,81.2,638.4,-1535.3,-1819,-227,273.2
"ENSG00000153046",729.8,-249.6,-144.3,269.2,-339.4,-1240.9,1558.3,-877.8,762.7,618.9,-1731.8,546.4,-505.6,-237.1,-180.1,-1053.9,554.6,371.8,1976,1369,-1493.7,940.5,170.5,-948.2,-538,-909.3,-1.6,-1390.2,90.3,217.1,196.2,-871,763.2,520.6,-593.6,2063.7,-906.6,-375.2,-545.1,-1972.6,704.9,270.2
"ENSG00000112297",-160.45,-893.45,-2044.1,-1364.7,-2604.75,-1253.2,-573.25,-1400.4,-1621.75,-2978.25,-1462.7,-1800.55,-2619.95,-1667.85,-2161.8,-3187.95,-2321.55,-2830.5,-2307.3,-4204.3,-1116.7,-2583.05,-710.3,-3119.15,-1332.9,-1101.95,-2228.4,-527.25,-735.2,-826.95,-1409.8,-1726,-2425.65,-2687.75,-2703.15,-2212.6,-1413.4,-1613.45,-1383.9,-2049.15,-2352.85,-1159.55
"ENSG00000128271",-422.2,-131.6,739.3,23.8,-544.6,755.2,-869.2,-118,-141.4,400.7,-467.1,1609.3,-3.8,184,-292.6,2099,229.1,712.8,-1067.4,-937.4,2599.8,-154.1,-6.8,147.1,-140,-1068.1,195,-110.9,-945.5,749.3,-793.7,340.8,520.5,-434.6,-537.1,1720.9,-723.8,739.6,-1668.5,1273.5,459.5,-29.6
"ENSG00000141524",-548.7,-486.2,1165,-405.5,251.1,377.1,769.8,1003.4,1934.6,1747.4,-48.4,2370.7,811.4,1476.2,527.8,606.7,848.3,1000.6,345.8,-128.4,-1737.9,2263.6,1472.7,1856,1962.9,2730.9,512.7,3856.5,4233.7,1684.3,1332.1,1682,997.8,2496.2,2138.2,1463.3,1502.7,-292,1330.2,1623.4,4467.7,1095.9
"ENSG00000275700",-1568.9,-3309.6,962.1,-1107.5,-1386,1663.3,-2363.4,-1073.2,-826.3,-2677.6,-1511.1,-180.8,-2624.9,-1605.6,195.1,2069,12.5,-83.4,1706.8,164.1,-139.3,-988.8,-640.8,-1985.7,270.8,-689.2,-1558.7,-166.8,-1526.9,-1120.1,97.7,-1070.4,-167.8,1041.9,-226.8,-1981.8,2366.2,532.5,910.2,-1266.6,190.4,-1686.3
"ENSG00000152939",358.8,-1895.2,-1739.7,-1790.2,-1190.5,-570.7,-1314.5,1061,-1938.5,275.8,-1040.3,-1107.2,-830.2,-760.9,-668.7,-842,358.7,-1304.9,451.4,-2050.7,120.7,-162.6,-1377,113.1,-111.9,-1055.5,475.9,-550.8,410.3,-1013.3,152.2,-215.4,-714.9,667.7,-1678.5,-390,-193.9,-222.3,163.9,343,-2753.1,-950.7
"ENSG00000181722",2155.1,-12.75,2015.3,450.45,572,340.75,675.1,876.1,454.65,968.35,4.69999999999999,2633.7,625.2,2411.25,-477.3,6414.45,354.45,782.7,785.8,1459.75,707.5,1463.45,1844.05,1569.65,343.75,447.3,1230.3,723.85,841.3,1000.95,620.8,1058.75,571.4,2555.4,628.6,1373.55,-222.35,1257.45,1767.25,328,1021.8,525.7
"ENSG00000076382",456.3,1476.8,1386.7,-19.1,-167.7,436.1,123.1,-636.3,-331.3,431.2,560.3,-1685.7,186.1,546.5,274.8,903.8,42.3,184.3,-87.6,634.8,2007.4,-188.5,112.6,-812.1,347.9,823.1,473.1,1136.2,-311.3,27.5,990.5,714.1,202.4,42.4,1413.1,-705.4,-417,-108.9,-17.8,2748.4,3453.5,573.1
"ENSG00000171608",1485.65,695.45,907.7,745.2,455.55,1378.45,1345.2,1143.15,850.8,1030.35,712.55,-256.45,1288.4,-359.1,569,-551.5,534,921.3,120.9,1277.95,-749.25,1746.8,1250.45,-1130.6,1401.5,1856.75,706.15,1582.65,892.95,867.55,1082.95,1026.65,-598.3,1412.7,306.5,1354.95,-517.5,842.05,270.9,244.2,-224.3,925.6
"ENSG00000139531",-400.1,-184.1,-290.1,556.5,-865.5,-143,-1581.5,-485.5,-745.2,-1160.7,295.1,-435.4,-126.6,-537.6,-648.1,686.4,-695.7,-468,1316.3,-1123.1,-1518.7,-44.9,-561.5,1100.9,-475.6,-805.1,-267.8,51.6,-335.4,-999.3,-1415.7,-315,463.7,-440.1,80.7,1141.5,-1118.6,-157.9,229.8,-700.2,-902.8,118.7
"ENSG00000114270",341.5,1052.4,1133,2736.2,1851,2356.3,1331.8,1562.3,1879.8,2841.7,3236.4,1441.9,2369,191.3,1362.8,2148.1,1697.2,1256.2,1332.7,3270.9,2578.9,963,1984.6,1660.4,1052.5,697.9,323.9,1957.3,2402.3,2715.3,2843.9,1450.8,1893.4,1009.6,3299.3,376.4,1509.3,1220.5,924.6,4709.3,3770.8,966.2
"ENSG00000125676",6255.65,3427.1,583,3851.25,3361.4,544.2,190.7,3205.55,2252.4,-651.65,-695.75,-2993.1,132.55,1548.1,955.3,7056.65,2646.1,10224.85,3783.25,5578.9,1972.2,9099,5926.05,4877.65,4501.5,10807.75,8318.05,3874.75,8165,7508.6,6762.05,3574.1,4452.8,4553.75,8846.45,2701.2,7608.6,3564.85,3129.25,3253.85,2489.85,6961.4
"ENSG00000151746",-276.5,1513.1,1622,2938.8,2024.85,826,3326.5,1529.05,2824.65,2412.15,1980,2261.05,2576.15,3814.65,1718.4,2871.85,1456.55,3959.85,2104.85,5439.45,1879.8,2044.35,1326.3,1583.6,1886.25,3927.65,2083.85,1791.45,2722.85,2150.2,3170.65,2937.4,3501.1,2672.8,922.1,4733.9,2810.85,1970.4,3880.15,1423.4,6337.85,1743
"ENSG00000275385",-1579.4,-551.5,-1685.8,-1050.7,-104.1,-1039.8,-2043.3,-778.9,-505.2,139.9,-924.7,527,722.5,742,-179.4,283.5,-224,-1294.8,252.1,3403.3,-2600.9,-300,-1238.6,-699,-1147.7,1561.7,335.7,-756,-1749.2,-1144.3,163.2,-482,-1777.9,-279,909.2,-2.3,-310.6,-217.9,-0.6,13.8,1065.9,108.1
"ENSG00000265491",-660.65,269.55,515.1,599.5,640.45,98.1,-225.95,298.3,602.6,384.95,1230,662.35,395.05,54.45,576.1,-1349.05,1520.25,2336.8,311.2,721.8,1466.35,520.25,144.1,420.9,202.55,431.05,315.85,793.45,-911.95,1026.9,493,339.45,495.2,33.25,1432.25,2249.4,-89.95,1167.15,2450.9,3443.1,1458.05,-593.65
"ENSG00000104973",11491.3,4782.2,2311.9,4575.3,2047.6,3760.8,9743.4,1269.7,3894,5380.6,3023.4,6007.2,4403.3,10298.9,342.1,2040.1,3868.3,1982.4,902.8,2978.8,2967.1,3084.2,1519.1,747.9,2202.2,1914.9,3624.5,2036.2,-533.9,2918.8,2519.4,3639.2,3446.7,3593.9,4894.4,3037.9,3705.3,2712.7,3961.5,4154.4,5156.9,2090.4
"ENSG00000198919",1568,-786.5,-2909.1,-1914.65,-321.8,-108.7,-677.5,-293.7,-809.4,-869.35,-1953,-1795.6,-935.4,89.45,89.3,-659.05,-1742.15,-1188.9,-436.85,-52.9,-2768.25,-191,-1069.35,-255,-1333.85,-37.6,-810.75,-531.4,-1054.7,1001.05,-567.65,-1747.55,-966.6,-1158.1,-2225.4,1038.8,-1792.65,-2045.15,-1964.2,34.8,-762.9,-591.1
"ENSG00000186111",3258.4,2842.5,1419.1,3051,2589,897.8,5058.5,2708.5,3942.5,3086.9,2994.9,2275,2627.1,3577.1,1752.4,4132.9,3128.4,1654.5,1312.4,800.9,3287.1,1731,2624.4,5539.2,1906.4,1972.3,3468.6,511.3,3802.3,1608.4,2813.5,3283.7,1432.3,4624.2,2572,5903.2,1545.2,1759,2458.8,3011.5,937.2,1619.8
"ENSG00000135269",-3795.9,162.8,2295.4,-359.5,294.1,-396.5,-1744.2,877.9,55,-4.2,205.4,-17.1,-5.1,-582.6,-341.5,-2173.6,-795.1,2376.8,-353,-2016.8,1019.3,-989.2,-446.3,-1228,-523.8,487.5,-169.5,869.3,1211.5,45.5,949.3,136.6,-618.2,1145.8,2389.2,1217.9,364,-1012.6,1176.8,3623.6,-1419.8,433.6
"ENSG00000072310",-1048.5,1247.9,101.5,-285,1.4,-25,2122.2,-440.2,-506.3,824.1,344.8,-1299.6,290.6,468.8,-812.5,3227.2,437.7,412.6,-369.6,3.5,-153.6,595.4,202.1,1448.3,-167.8,1593,406.4,315.2,649,-158.1,-867.1,-335.2,-727.5,832.3,-210.5,174.4,-1037.1,546.4,487.9,1973.2,-175,708.8
"ENSG00000111907",-664.6,338.2,-620.8,-398,52.9,444.5,1015.4,-1028.1,353.1,973.1,-237.6,-1141.1,-1139.3,-106.4,-292.5,3339.5,2339.5,10.6,580.1,737.9,-593.9,891.6,-940.7,1394.8,-959,1447.8,-705.4,-1078.6,124.8,63.5,75.8,172.7,831.1,67.5,403.1,-376,522.9,-266.3,-1287.7,2003.5,74.3,307.3
"ENSG00000184916",2008.2,1049.8,853.3,1141.8,2251.1,2561.1,4213,1462.1,2399.3,3669.3,1557.1,2658.9,3446.8,1835.5,940.7,1194,2695.5,5263.3,1528.3,4194.1,7423.4,1541,1565.5,812.6,539.6,799,2613.8,3561.5,1854.7,2672.7,1313.7,2807.3,3400.7,3181.8,2694,1420,2823.4,2190.3,2242.6,2492.4,5240.4,1969.7
"ENSG00000106976",-3406.5,-140.6,269,82.3,-305.4,-352.6,-4016.7,-738.1,185.5,-279.4,-390,1717.6,-486.1,-1192.4,288.5,-2562.7,2413.9,298.3,-534.1,380.9,-973.7,-668.6,702.6,-1619.6,-551.6,-1536.7,251.1,538.6,-1894.2,-2799,29.5,485.8,530.2,472.7,-1353.5,32.3,-568.1,79.5,724.6,-350.4,-320.2,-765.4
"ENSG00000147394",2160.4,1264.4,843.4,-909,1468.1,1922,176.8,1284.2,104.4,1314.5,2971.1,516.8,1380.6,770.5,671.5,3090.9,2605.5,2209.2,-501.2,2832.6,4793.2,1909.3,1392.5,1691.8,726.7,2710.6,1908.4,1051.4,893.3,1540.2,1705.4,1231.9,3565.3,1326.9,2325.4,368.9,1313,2502.4,1391.4,798.4,2713.1,864.6
"ENSG00000137642",6740.45,8424.95,8232.6,9777.8,9549.95,7729.9,7406.25,10328.65,8629.4,15247.65,8272.9,10249.65,7971.05,7705.65,11236.25,7768.65,7537.15,9095.9,9429.25,7077.25,5614.8,9801.8,8012.85,10249.25,9790.05,9631.4,8424.65,10701.4,12297.8,8599.35,9457.75,7068.15,6501.1,7298.95,8221.5,6692.8,7875.25,6971.3,8474.7,10972.3,7392.9,8092.5
"ENSG00000175175",-2551.4,1599.8,266.8,-415.2,-598.9,-1548.6,2055.5,-1704.7,-1339,-1518.3,-451.8,-1293.3,-1382.9,-2137.5,-591.8,-352,-1685.3,937.7,-2141.1,-2189,239.7,-672.9,-944.5,-355.4,-142.3,-2426.4,-24.8,-989.3,-527.6,-944.4,-1447.2,-158.3,-1575.2,-1760.7,-519.8,-2290.5,-2046,-700.8,-3040.4,-1994.6,396.8,309.3
"ENSG00000104375",2529.2,3030.6,6340.5,3768.5,1556.8,1908.1,-749.6,5995.9,3321.4,3948.4,7172.7,2191.1,3486.9,4503.9,1166,615.1,1677,3277.3,838.7,2634.5,1083.1,451.4,-270.4,3066.6,633.3,-1258.2,1364,1257.7,635.4,132.1,1298.3,962.2,3442.5,-251.5,2333,2197.2,1145.4,722,2270.4,1645,2333.1,199.8
"ENSG00000164920",874,648,-565.3,-275.4,344.7,1315.4,1560.5,162.3,95,7.3,619.7,825.3,-307.6,-806,326.6,-2439.6,229,699.3,571.3,-1034.1,-1712.8,-389.2,-1126.1,-1367.2,476.2,-4658.7,440.8,982,1206.2,1744.2,-205.3,-27.8,-1319,201.2,956,-603.7,-468.9,870.7,-846,-3236.6,-771.2,-2044.3
"ENSG00000143390",-1814.8,-99.1,-357,202.7,-499.8,-1508.1,-492,-1425,-744,704.3,-1836.8,954.4,-348.5,-1533,-1101.7,-683.7,-1818.2,-958,-1438.3,2736.1,1173.8,-1040.6,-421.8,480.2,-639.1,-352.2,-2.2,-1201.3,-986.6,431.2,135.2,-198.8,881,1204.9,436.2,-1006.1,698.7,-84.9,2964.4,126,-250.9,-185.2
"ENSG00000087274",1715.8,353,1245.8,124.7,636.85,43.15,1638.65,289.5,725.1,50.9,1703.85,384.9,1010.8,1737.6,584.9,1357.15,241.1,944.55,58.45,722.75,689.9,352.1,328.35,-493.85,521.25,1225.35,360.95,408.55,768.35,45.95,1415.85,679.25,-475.5,-249.8,-908.2,1212.3,493.4,171.45,-1349.4,-416,1643.2,150.8
"ENSG00000152767",2481.9,1661.1,2121.9,1348,232.8,1751.1,3785,704.9,1126.7,364.2,2236.3,1746.7,310.9,1640.8,-373,-358.1,2386.4,1183,2124.7,-1107.8,-1307,1845.3,1062.2,137.3,1746.1,969.1,708.1,137.8,-602.7,1040.3,-266.8,-490.1,1676.9,264,-176,-561.3,1530.2,944.9,874.1,3076.9,616.5,695.1
"ENSG00000263639",1364.6,1015.4,-324.5,1524,-259,394.7,395.4,945.9,206.1,236.2,-195.9,1410,957.8,632.5,16.6,516.9,1157.9,163.6,2153,-846,-1252.3,1548.1,1138.8,-283.2,139.7,973.1,500.4,74.7,128.8,-669.1,783.8,44.7,917,460.3,939.5,23.1,1610.2,624.5,1897.6,-1162.2,-1386.8,443.1
"ENSG00000144674",3966.1,3966.3,265.3,2110.2,1593.1,6012.9,3128.1,2870.8,2233.1,5513.3,1428.5,3044.5,2339.6,1505.5,1492.9,-644,3538.2,5206.3,1370.6,6598,3245.9,1581.5,3111.8,2022.7,2559.2,2148.9,2891.5,3842.3,888.5,3698.7,2546.1,3789.4,3746.5,2596.4,5576.4,6237.1,3275.1,1588.9,3372,2889.1,7630.8,1792.9
"ENSG00000100401",7919.6,6777.1,4706.9,9009.1,9801.6,6973.4,11505,10300.2,10559.8,10141.5,2988.8,11225.4,6356.3,8297.2,10870.6,6178.1,7900.1,8199.2,6087.1,6420.8,10556.5,7418.3,5796,11166.3,10182.3,11920.8,7225.2,6337,9567.6,4534.4,6591.7,7135.6,8118.9,6508.7,7431.9,5519.3,7366.6,3390.4,8006.5,8818.2,7537.5,5257.7
"ENSG00000029534",-193.3,204.2,1131.6,712.2,1384.2,545.2,2446,496,893.6,16.5,50.1,111.1,-348.9,-185.1,1104.3,-196.2,1138.4,913.4,486.7,-1159.7,1334.2,863.2,444.2,782.8,532.2,-580.3,928,2112,1461.6,1057.3,1177.7,717.7,16.5,90,1124.6,841.5,432.9,343.5,653.2,-491.8,693.4,737.1
"ENSG00000137203",-1144.7,-1877,-3236.5,-2853.5,-3350.8,-2472.8,-2485.6,-2262.2,-4501,-1865.6,-1869.5,-2828.1,-2566,-1781.6,-3179.9,-3146.3,-1919.9,-3474.5,-3384.6,-4404.9,-1446.1,-3277.9,-1418.9,-2150.7,-3488.4,-969,-2068.2,-3764.7,-2365.4,-1487.7,-2797.6,-3806,-5150.6,-3421.5,-4141.7,-3186.8,-4950.9,-3282,-2532.8,-3317.9,-5904.5,-2155.2
"ENSG00000130202",453.1,628.5,-2020.9,1528.8,321.7,-693.4,1621.1,483.1,-311.8,-611,531.1,1305.9,-258.6,1407.7,681.1,1975.6,679.6,-266.1,2406.8,1215.9,2261.5,-916.5,-619.1,514.5,-169.8,1583.9,-153.2,714.5,-325.8,320.2,-1292,-156.4,112.3,-222,337.2,-80.7,-483.6,-513,1082,-4797.5,3812.5,-261.7
"ENSG00000172531",800.95,143.1,-741.25,-367.75,-549.6,-788.9,-1673.75,-737.05,215.05,208.1,373.8,-1130.65,-912.95,-1166.2,136.95,175.85,412.7,387.75,758.4,1425.2,-346.35,-62.1,-530.35,-1626.65,-862,-280.25,297.9,456,-622.75,-510.15,270,324.05,-1102.15,-28.45,-1297.9,-650.05,161.4,32.1,-369.5,-884.05,-187.75,-762.75
"ENSG00000196470",1451.6,-433.9,-937.4,896.2,-169.2,-976,-803.4,2768.7,1203.8,348.3,1469.6,96.9,1117.5,-469.8,560.1,1352.9,2091,1592.8,2242.2,-1736.7,1569.7,2074.9,1325.1,2040.1,-20.5,163.6,1845.6,2661.7,-15.2,-5.1,848.9,2342.5,821.5,4519.6,975.3,530.6,1563.9,1057.1,1509.8,1530.1,1562,1876.9
"ENSG00000102910",2553.2,2169.4,-343.9,87.9,987.6,-212.4,1917.4,894.1,605.2,819.6,-842.5,-463.7,-150.4,1619,630.7,869.3,-209.7,-796.9,650.5,3002.9,410.7,-529.3,530.5,20,-338.3,256.9,1331.2,310.7,-22.5,-726.3,551.2,-30,77.5,-282.5,21.9,907.8,77.1,45.5,2342.1,-1237.2,1135,270.6
"ENSG00000115875",2992.3,2774.5,72.2,-255.9,2776.3,5062.8,3904,2207.9,3748.8,3501.8,5509.1,924.7,5386,-711.4,232.5,2842.6,4321.7,6109.4,2771.4,1459.2,1806.3,1720.7,2071.2,835.5,4413.3,-2604.8,5649.8,1285.3,5584.5,2431.8,-371.1,5476.3,5464.5,3342.7,4680.3,-203.4,-1141.1,1996.7,4244.8,528.8,1576.6,3094.7
"ENSG00000137076",636.3,-35.9,-2116.3,439,-908.6,586.1,-1981.5,-1314.4,-571.2,-1681.8,-238.6,-939.8,-2263.3,-709.1,-838.7,-1421.4,-2137.3,528.5,740,-779.4,-1061.4,-757.8,-698.9,-1069.7,-786.8,-1709,-644.8,-104.9,704.1,-101.6,221.9,-301,-347.9,-284.7,-459.7,-297.3,-1447.1,-243.8,-3147,-1426.6,-246.5,-722.8
